date,not_dependable_val,disorganized_val,critical_val,not_calm_val,student,impulsivity_score
2013-04-09,0.5,0.5,0.25,0.25,u00,36.70506628062598
2013-04-10,0.25,0.75,0.0,0.5,u00,36.638619888607856
2013-04-16,0.25,0.25,0.5,0.5,u00,38.29493371937402
2013-04-17,0.25,0.5,0.0,0.0,u00,17.69249852002487
2013-04-22,0.5,0.5,0.5,0.5,u00,50.0
2013-04-25,0.5,0.75,1.0,0.5,u00,69.61861054896283
2013-04-26,0.0,0.0,0.25,0.5,u00,19.77427828396607
2013-05-16,0.5,0.25,0.5,0.75,u00,50.491912325193155
2013-05-18,0.5,0.5,0.25,0.25,u00,36.70506628062598
2013-05-20,0.5,0.5,0.5,0.5,u00,50.0
2013-05-21,0.5,0.5,1.0,0.75,u00,70.11052287415599
2013-04-18,0.5,0.25,0.0,0.0,u01,17.422700321853068
2013-04-17,0.625,0.25,0.375,0.125,u02,33.74457335693559
2013-04-09,0.25,0.0,0.75,0.0,u03,26.164401505573004
2013-04-21,0.0,0.0,0.5,0.5,u03,26.589867438748037
2013-04-22,0.0,0.0,0.5,0.25,u03,20.110522874155993
2013-04-24,0.0,0.0,0.5,0.5,u03,26.589867438748037
2013-05-06,1.0,0.5,0.5,0.75,u03,67.91461264704623
2013-05-12,0.0,0.25,0.0,0.25,u03,12.466776803990937
2013-04-09,0.25,0.25,0.25,0.5,u04,31.479344564592047
2013-04-12,0.625,0.5,0.75,0.75,u04,66.15375073998756
2013-04-18,0.5,0.5,0.75,0.5,u04,56.81558915478197
2013-04-11,0.75,0.0,0.25,0.25,u07,30.447835843055287
2013-04-12,0.5,0.0,0.0,0.25,u07,17.914612647046226
2013-04-17,0.625,0.0,0.125,0.25,u07,24.181224245050757
2013-04-18,0.25,0.0,0.16666666666666666,0.25,u07,16.74070470900712
2013-04-20,0.5,0.0,0.25,0.0,u07,18.25085723723615
2013-04-21,0.75,0.0,0.25,0.75,u07,43.40652497223939
2013-04-22,0.25,0.0,0.0,0.25,u07,12.196978605819139
2013-04-24,0.375,0.0,0.5,0.375,u07,31.926646218292653
2013-04-08,0.0,0.25,0.25,0.25,u08,19.28236595877291
2013-04-09,0.25,0.25,0.25,0.25,u08,25.0
2013-04-10,0.25,0.25,0.25,0.0,u08,18.520655435407953
2013-04-11,0.25,0.25,0.25,0.25,u08,25.0
2013-04-12,0.25,0.5,0.375,0.25,u08,34.39522681678987
2013-04-13,0.0,0.25,0.25,0.25,u08,19.28236595877291
2013-04-14,0.25,0.25,0.25,0.25,u08,25.0
2013-04-15,0.125,0.625,0.375,0.25,u08,34.53012591587578
2013-04-16,0.25,0.75,1.0,0.75,u08,70.38032107232779
2013-04-17,0.25,0.25,0.25,0.25,u08,25.0
2013-04-18,0.25,0.5,0.375,0.375,u08,37.63489909908589
2013-04-20,1.0,0.75,0.0,0.25,u08,47.312177447697074
2013-04-21,0.25,0.75,0.25,0.25,u08,36.97486447879778
2013-04-23,0.125,0.125,0.125,0.125,u08,12.5
2013-04-24,0.25,0.25,0.0,0.08333333333333333,u08,13.86484780215666
2013-04-25,0.125,0.25,0.125,0.25,u08,18.73338840199547
2013-04-26,0.125,0.25,0.25,0.25,u08,22.141182979386453
2013-04-27,0.25,0.25,0.0,0.5,u08,24.663755409810072
2013-05-01,0.25,0.25,0.25,0.25,u08,25.0
2013-05-02,0.125,0.5,0.125,0.125,u08,21.481148359098334
2013-05-05,0.25,0.25,0.0,0.0,u08,11.705066280625978
2013-05-07,0.25,0.25,0.25,0.25,u08,25.0
2013-05-17,0.5,0.5,0.5,0.5,u08,50.0
2013-05-20,0.5,0.75,0.5,0.75,u08,62.46677680399093
2013-05-23,1.0,0.75,0.0,0.25,u08,47.312177447697074
2013-04-09,0.5,0.25,0.75,0.75,u10,57.30750147997512
2013-04-17,0.5,0.5,1.0,0.75,u10,70.11052287415599
2013-04-19,0.25,0.0,0.75,0.25,u10,32.64374607016505
2013-04-22,0.5,0.5,0.25,0.25,u10,36.70506628062598
2013-04-25,0.25,0.25,0.5,0.5,u10,38.29493371937402
2013-04-12,0.0,0.75,0.25,0.5,u12,37.73657500216274
2013-04-14,0.125,0.625,0.25,0.5,u12,37.60167590307684
2013-04-09,0.5,0.5,0.0,0.5,u14,36.36882169043606
2013-04-18,0.375,0.0,0.0,0.0,u14,8.576451061840634
2013-04-17,0.25,0.5,0.25,0.5,u15,37.46677680399094
2013-04-18,0.5,0.75,0.5,0.25,u15,49.50808767480684
2013-04-09,0.25,0.25,0.25,0.5,u16,31.479344564592047
2013-04-10,0.75,0.0,0.25,0.5,u16,36.927180407647334
2013-04-12,0.5,0.25,0.25,0.25,u16,30.717634041227086
2013-04-17,0.5,0.5,0.0,0.25,u16,29.889477125844007
2013-04-18,0.375,0.0,0.375,0.25,u16,25.279179358605642
2013-04-24,0.5,0.5,0.25,0.0,u16,30.225721716033927
2013-04-27,1.0,1.0,1.0,1.0,u16,100.0
2013-04-29,0.5,0.25,0.25,0.25,u16,30.717634041227086
2013-05-02,0.5,0.25,0.5,0.25,u16,37.53322319600906
2013-05-08,0.5,0.5,0.25,0.5,u16,43.184410845218025
2013-05-11,0.625,0.625,0.125,0.625,u16,48.86882169043605
2013-05-14,0.5,0.5,1.0,0.5,u16,63.63117830956394
2013-05-15,0.5,0.5,0.5,0.5,u16,50.0
2013-05-16,0.5,0.5,0.75,0.5,u16,56.81558915478197
2013-05-18,0.5,0.5,0.0,0.5,u16,36.36882169043606
2013-05-28,0.5,0.25,1.0,1.0,u16,70.60243519934915
2013-04-10,0.0,0.5,0.0,1.0,u17,37.89224273716597
2013-04-13,1.0,0.5,0.0,0.0,u17,34.845400643706135
2013-04-17,0.0,0.5,0.0,0.0,u17,11.974864478797778
2013-04-19,0.25,0.25,0.375,0.375,u17,31.647466859687007
2013-04-20,0.5,0.75,0.0,0.5,u17,42.35625392983494
2013-04-21,0.5,0.25,0.5,0.0,u17,31.05387863141701
2013-04-22,0.0,0.75,0.75,0.25,u17,44.88840874713463
2013-04-26,1.0,0.0,0.0,0.0,u17,22.870536164908355
2013-04-29,0.75,0.5,0.75,0.0,u17,49.57453406682496
2013-05-11,0.5,0.75,1.0,1.0,u17,82.57729967814693
2013-04-09,0.625,0.5,0.5,0.5,u18,52.858817020613536
2013-04-10,0.5,0.5,0.5,0.5,u18,50.0
2013-04-11,0.25,0.5,0.5,0.5,u18,44.28236595877291
2013-04-16,0.75,0.5,0.5,0.5,u18,55.71763404122708
2013-04-17,0.5,0.5,0.5,0.5,u18,50.0
2013-04-18,0.25,0.5,0.5,0.5,u18,44.28236595877291
2013-04-19,0.375,0.375,0.375,0.5,u18,40.73967228229603
2013-04-21,0.5,0.5,0.5,0.5,u18,50.0
2013-05-24,0.75,0.75,0.25,0.5,u18,54.889477125843996
2013-04-08,0.25,0.0,0.0,0.5,u19,18.676323170411184
2013-04-09,0.25,0.0,0.375,0.25,u19,22.420362337992096
2013-04-11,0.25,0.0,0.0,0.25,u19,12.196978605819139
2013-04-12,0.25,0.0,0.0,0.25,u19,12.196978605819139
2013-04-16,0.08333333333333333,0.0,0.16666666666666666,0.4166666666666667,u19,17.24851172458376
2013-04-17,0.0,0.0,0.0,0.25,u19,6.479344564592049
2013-04-18,0.25,0.25,0.5,0.25,u19,31.81558915478197
2013-04-19,0.0,0.25,0.25,0.25,u19,19.28236595877291
2013-04-21,0.25,0.0,0.0,0.25,u19,12.196978605819139
2013-04-22,0.25,0.25,0.25,0.0,u19,18.520655435407953
2013-04-23,0.125,0.0,0.0,0.125,u19,6.098489302909569
2013-04-24,0.0,0.0,0.25,0.5,u19,19.77427828396607
2013-04-25,0.0,0.25,0.5,0.25,u19,26.09795511355488
2013-04-26,0.25,0.125,0.25,0.25,u19,22.006283880300554
2013-05-01,0.25,0.25,0.0,0.0,u19,11.705066280625978
2013-05-04,0.0,0.0,0.0,0.25,u19,6.479344564592049
2013-05-05,0.0,0.0,0.0,0.25,u19,6.479344564592049
2013-05-06,0.0,0.0,0.0,0.25,u19,6.479344564592049
2013-05-10,0.25,0.25,0.0,0.25,u19,18.18441084521803
2013-05-11,0.25,0.75,0.0,0.25,u19,30.159275324015805
2013-05-12,0.25,0.0,0.0,0.25,u19,12.196978605819139
2013-05-13,0.0,0.25,0.0,0.25,u19,12.466776803990937
2013-05-14,0.25,0.125,0.25,0.25,u19,22.006283880300554
2013-05-15,0.0,0.0,0.0,0.25,u19,6.479344564592049
2013-05-16,0.25,0.25,0.25,0.25,u19,25.0
2013-05-17,0.25,0.5,0.5,0.75,u19,50.761710523364954
2013-05-18,0.25,0.75,0.0,0.25,u19,30.159275324015805
2013-05-20,0.0,0.25,0.0,0.25,u19,12.466776803990937
2013-05-21,0.0,0.125,0.0,0.25,u19,9.473060684291493
2013-05-22,0.0,0.0,0.0,0.25,u19,6.479344564592049
2013-05-23,0.75,0.0,0.75,0.5,u19,50.558358717211284
2013-05-24,0.25,0.25,0.75,0.25,u19,38.63117830956394
2013-05-25,0.5,0.25,0.75,0.75,u19,57.30750147997512
2013-05-26,0.0,0.75,0.25,0.25,u19,31.257230437570687
2013-05-31,0.25,0.25,0.0,0.25,u19,18.18441084521803
2013-06-01,0.25,0.0,0.5,0.25,u19,25.828156915383083
2013-04-09,0.5,0.25,0.75,0.75,u20,57.30750147997512
2013-04-10,1.0,0.5,0.25,0.25,u20,48.14033436308015
2013-04-09,0.75,0.25,0.25,0.75,u22,49.39395721163827
2013-04-11,0.75,0.75,0.25,0.5,u22,54.889477125843996
2013-04-15,0.5,0.25,0.5,0.5,u22,44.01256776060111
2013-04-08,0.25,0.0,0.25,0.75,u23,31.971256889785206
2013-04-15,0.75,0.25,0.5,0.5,u23,49.730201801828194
2013-04-12,0.25,0.75,0.25,0.25,u24,36.97486447879778
2013-04-13,0.5,0.75,0.5,0.25,u24,49.50808767480684
2013-04-14,1.0,1.0,0.75,0.75,u24,86.70506628062597
2013-04-09,0.75,0.25,0.0,0.25,u25,29.619678927672204
2013-04-11,0.25,0.25,0.0,0.5,u25,24.663755409810072
2013-04-18,0.25,0.0,0.0,0.0,u25,5.717634041227089
2013-04-08,0.25,0.25,0.0,0.25,u27,18.18441084521803
2013-04-15,0.75,0.75,0.0,0.0,u27,35.115198841877934
2013-04-17,0.5,0.375,0.125,0.625,u27,40.02257243042362
2013-04-18,0.0,0.25,0.0,0.5,u27,18.946121368582986
2013-04-09,0.25,0.0,0.0,0.25,u30,12.196978605819139
2013-04-17,0.25,0.0,0.0,0.375,u30,15.43665088811516
2013-04-21,0.75,0.0,0.0,0.25,u30,23.632246688273316
2013-04-22,0.5,0.0,0.0,0.25,u30,17.914612647046226
2013-04-29,0.25,0.0,0.0,0.25,u30,12.196978605819139
2013-04-09,0.75,0.25,0.25,0.0,u31,29.955923517862125
2013-04-17,0.25,0.25,0.25,0.75,u31,37.958689129184094
2013-04-09,0.5,0.0,0.0,0.75,u32,30.87330177623032
2013-04-10,0.25,0.0,0.0,0.0,u32,5.717634041227089
2013-04-13,0.25,0.0,0.0,0.0,u32,5.717634041227089
2013-04-17,0.25,0.0,0.0,0.125,u32,8.957306323523113
2013-04-25,0.25,0.0,0.0,0.0,u32,5.717634041227089
2013-05-27,0.0,0.0,0.0,0.25,u32,6.479344564592049
2013-04-08,0.5,0.25,0.0,0.25,u33,23.90204488644512
2013-04-09,0.4166666666666667,0.25,0.08333333333333333,0.16666666666666666,u33,22.108248402766062
2013-04-11,0.0,0.0,0.75,0.25,u33,26.926112028937965
2013-04-12,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.16666666666666666,u33,18.482611947685097
2013-04-17,0.0,0.5,0.0,0.25,u33,18.454209043389827
2013-04-18,0.25,0.25,0.0,0.0,u33,11.705066280625978
2013-04-22,1.0,0.75,0.0,0.25,u33,47.312177447697074
2013-04-30,0.75,0.75,0.0,0.0,u33,35.115198841877934
2013-05-12,0.25,0.25,0.25,0.25,u33,25.0
2013-05-14,0.5,0.75,0.0,0.0,u33,29.397564800650844
2013-05-15,1.0,1.0,0.0,0.0,u33,46.82026512250391
2013-05-30,0.75,0.75,0.0,0.25,u33,41.59454340646999
2013-04-09,0.75,0.5,0.25,0.75,u35,55.381389451037165
2013-04-18,0.625,0.5,0.0,0.25,u35,32.748294146457546
2013-04-09,0.25,0.25,0.0,0.25,u36,18.18441084521803
2013-04-14,0.25,0.25,0.0,0.5,u36,24.663755409810072
2013-04-16,0.25,0.5,0.0,0.5,u36,30.651187649208968
2013-04-18,0.25,0.25,0.125,0.375,u36,24.831877704905036
2013-04-23,0.25,0.25,0.0,0.25,u36,18.18441084521803
2013-05-16,0.25,0.25,0.25,0.5,u36,31.479344564592047
2013-05-17,0.25,0.5,0.25,0.5,u36,37.46677680399094
2013-05-18,0.25,0.25,0.25,0.25,u36,25.0
2013-04-13,0.5,0.25,0.5,0.5,u39,44.01256776060111
2013-04-16,0.75,0.5,0.25,0.5,u39,48.90204488644512
2013-04-17,0.5,0.5,0.5,0.5,u39,50.0
2013-04-25,0.25,0.5,0.5,0.75,u39,50.761710523364954
2013-04-09,0.25,0.375,0.125,0.125,u43,21.346249260012435
2013-04-10,0.375,0.25,0.0,0.25,u43,21.04322786583157
2013-04-13,0.5,0.5,0.25,0.25,u43,36.70506628062598
2013-04-15,0.25,0.25,0.0,0.25,u43,18.18441084521803
2013-04-17,0.25,0.25,0.25,0.25,u43,25.0
2013-04-18,0.125,0.25,0.125,0.25,u43,18.73338840199547
2013-04-22,0.5,0.25,0.25,0.25,u43,30.717634041227086
2013-04-08,1.0,0.5,0.0,0.25,u44,41.32474520829818
2013-04-09,1.0,1.0,0.0,0.25,u44,53.29960968709596
2013-04-10,0.75,0.6666666666666666,0.16666666666666666,0.4166666666666667,u44,48.462021806253034
2013-04-11,0.5,0.5,0.25,0.25,u44,36.70506628062598
2013-04-12,0.75,0.75,0.25,0.25,u44,48.410132561251956
2013-04-13,0.5,0.5,0.25,0.5,u44,43.184410845218025
2013-04-16,0.5,0.25,0.25,0.25,u44,30.717634041227086
2013-04-17,0.75,0.25,0.25,0.5,u44,42.914612647046226
2013-04-18,0.4166666666666667,0.25,0.3333333333333333,0.25,u44,31.083619079078716
2013-04-19,0.25,0.25,0.25,0.0,u44,18.520655435407953
2013-04-20,0.875,0.6875,0.25,0.375,u44,53.011763804311805
2013-04-21,0.25,0.25,0.25,0.0,u44,18.520655435407953
2013-04-22,0.5,0.625,0.25,0.375,u44,42.93845468262145
2013-04-23,0.75,0.625,0.75,0.875,u44,75.24595616259657
2013-04-24,0.75,1.0,0.25,0.75,u44,67.35625392983493
2013-04-25,0.5,0.4166666666666667,0.25,0.25,u44,34.70925553415968
2013-04-26,0.75,0.25,0.25,0.25,u44,36.43526808245417
2013-04-27,0.5,0.375,0.25,0.25,u44,33.711350160926536
2013-04-28,0.25,0.5,0.25,0.75,u44,43.94612136858298
2013-04-29,0.5,0.5,0.25,0.25,u44,36.70506628062598
2013-04-30,0.25,0.5,0.75,0.75,u44,57.57729967814693
2013-05-01,0.625,0.25,0.25,0.375,u44,36.816123344136656
2013-05-02,0.75,0.75,0.25,0.25,u44,48.410132561251956
2013-05-03,0.75,0.75,0.25,0.25,u44,48.410132561251956
2013-05-04,0.75,0.25,0.25,0.5,u44,42.914612647046226
2013-05-05,0.75,0.5,0.25,0.25,u44,42.42270032185307
2013-05-06,0.5,0.5,0.4166666666666667,0.3333333333333333,u44,43.40857390534464
2013-05-08,0.5,0.375,0.25,0.25,u44,33.711350160926536
2013-05-09,0.8125,0.8125,0.375,0.5625,u44,62.84337441453949
2013-05-12,0.75,0.75,0.25,0.5,u44,54.889477125843996
2013-05-14,0.25,0.25,0.25,0.25,u44,25.0
2013-05-15,0.55,0.55,0.55,0.55,u44,55.00000000000001
2013-05-16,0.75,0.75,0.25,0.375,u44,51.649804843547976
2013-05-17,0.5,0.5,0.5,0.5,u44,50.0
2013-05-18,0.75,0.5833333333333334,0.3333333333333333,0.6666666666666666,u44,57.48928172756678
2013-05-19,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.25,u44,35.07524057201131
2013-05-20,0.75,0.75,0.25,0.25,u44,48.410132561251956
2013-05-21,0.25,0.25,0.25,0.25,u44,25.0
2013-05-23,0.25,0.25,0.75,0.75,u44,51.58986743874804
2013-05-24,0.25,0.25,0.25,0.25,u44,25.0
2013-04-18,0.75,1.0,0.5,0.75,u45,74.17184308461691
2013-04-09,0.25,0.0,0.5,0.25,u46,25.828156915383083
2013-04-17,0.75,0.25,0.0,0.5,u46,36.09902349226425
2013-04-09,0.0,0.0,0.0,0.0,u49,0.0
2013-04-13,0.0,0.0,0.0,0.0,u49,0.0
2013-04-15,0.25,0.25,0.0,0.5,u49,24.663755409810072
2013-04-16,0.5,0.0,0.25,0.5,u49,31.20954636642025
2013-04-18,0.5,0.5,0.0,0.5,u49,36.36882169043606
2013-04-29,0.25,0.25,0.0,0.25,u49,18.18441084521803
2013-05-02,0.0,0.0,0.0,0.0,u49,0.0
2013-05-05,0.3125,0.375,0.1875,0.1875,u49,26.099391200162714
2013-05-07,0.25,0.5,0.5,0.5,u49,44.28236595877291
2013-05-10,0.375,0.25,0.125,0.125,u49,21.211350160926536
2013-05-12,0.0,0.0,0.0,0.0,u49,0.0
2013-05-13,0.25,0.0,0.0,0.0,u49,5.717634041227089
2013-05-16,0.0,0.0,0.0,0.0,u49,0.0
2013-05-18,0.25,0.0,0.08333333333333333,0.0,u49,7.98949709282108
2013-05-19,0.25,0.75,0.5,0.25,u49,43.79045363357975
2013-05-20,0.0,0.0,0.0,0.0,u49,0.0
2013-05-21,0.0,0.0,0.0,0.0,u49,0.0
2013-05-23,0.0,0.0,0.0,0.0,u49,0.0
2013-05-24,0.0,0.25,0.0,0.0,u49,5.987432239398889
2013-05-31,0.0,0.0,0.0,0.0,u49,0.0
2013-04-09,0.25,0.25,0.5,0.25,u50,31.81558915478197
2013-04-10,0.75,0.25,0.25,0.25,u50,36.43526808245417
2013-04-09,0.5,0.5,0.75,0.5,u51,56.81558915478197
2013-04-16,0.0,0.25,0.25,0.5,u51,25.761710523364954
2013-04-18,0.375,0.375,0.25,0.375,u51,34.09220542260901
2013-04-09,0.5,0.5,0.5,0.75,u52,56.47934456459205
2013-04-16,0.5,0.0,0.0,0.5,u52,24.393957211638277
2013-04-17,0.5,0.0,0.0,1.0,u52,37.35264634082237
2013-04-18,0.25,0.0,0.0,0.25,u52,12.196978605819139
2013-04-09,0.5,0.25,0.0,0.75,u53,36.86073401562921
2013-04-14,0.5,0.25,0.25,0.25,u53,30.717634041227086
2013-04-19,0.25,0.0,0.0,0.25,u53,12.196978605819139
2013-05-16,0.25,0.25,0.0,0.25,u53,18.18441084521803
2013-05-18,0.25,0.0,0.0,0.25,u53,12.196978605819139
2013-04-17,1.0,0.5,0.0,1.0,u54,60.76277890207433
2013-04-09,0.875,0.5,0.0,0.125,u56,35.22625590538861
2013-04-10,0.75,0.5,0.0,0.25,u56,35.607111167071096
2013-04-18,0.75,0.25,0.0,0.25,u56,29.619678927672204
2013-04-12,0.5,0.25,0.0,0.25,u57,23.90204488644512
2013-04-13,0.5,0.25,0.0,0.25,u57,23.90204488644512
2013-04-16,0.25,0.5,0.0,0.25,u57,24.171843084616917
2013-04-17,0.5,0.5,1.0,0.75,u57,70.11052287415599
2013-04-18,0.25,0.25,0.25,0.25,u57,25.0
2013-04-25,0.25,0.25,0.5,0.5,u57,38.29493371937402
2013-05-08,0.0,0.25,0.0,0.0,u57,5.987432239398889
2013-05-15,0.5,0.0,0.0,0.5,u57,24.393957211638277
2013-04-09,0.0,0.0,0.75,1.0,u58,46.36414572271411
2013-04-15,0.0,0.0,1.0,0.75,u58,46.700390312904034
2013-04-17,0.375,0.125,1.0,1.0,u58,64.74990205903617
2013-04-18,0.0,0.75,0.5,0.0,u58,31.593475027760608
2013-04-19,0.0,0.0,1.0,0.0,u58,27.262356619127885
2013-04-21,0.25,0.25,0.0,0.0,u58,11.705066280625978
2013-04-22,0.0,0.0,1.0,0.75,u58,46.700390312904034
2013-04-23,0.0,0.0,1.0,1.0,u58,53.179734877496074
2013-04-24,0.0,0.0,0.875,0.25,u58,30.333906606328952
2013-04-26,0.0,0.0,1.0,1.0,u58,53.179734877496074
2013-04-29,0.125,0.375,0.75,1.0,u58,58.20411110242599
2013-05-11,0.25,0.375,0.5,0.875,u58,51.00766668596154
2013-05-16,0.0,0.0,1.0,1.0,u58,53.179734877496074
2013-05-17,0.25,0.0,0.5,0.5,u58,32.30750147997513
2013-05-18,1.0,0.75,0.5,0.5,u58,67.42270032185307
2013-05-19,0.25,0.0,0.0,0.75,u58,25.155667735003234
2013-05-28,0.5,0.0,0.0,1.0,u58,37.35264634082237
2013-04-08,0.16666666666666666,0.16666666666666666,0.4166666666666667,0.25,u59,25.642037342979318
2013-04-09,0.0,0.25,0.5,0.25,u59,26.09795511355488
2013-04-10,0.5,0.375,0.25,0.125,u59,30.47167787863051
2013-04-11,0.5,0.5,0.75,0.25,u59,50.336244590189914
2013-04-12,0.0,0.25,0.5,0.0,u59,19.618610548962835
2013-04-13,0.5,0.5,0.25,0.0,u59,30.225721716033927
2013-04-14,0.0,0.125,0.125,0.0,u59,6.401510697090431
2013-04-16,0.0,0.25,0.25,0.0,u59,12.803021394180861
2013-04-18,0.0,0.25,0.25,0.0,u59,12.803021394180861
2013-04-19,0.25,0.25,0.25,0.25,u59,25.0
2013-04-21,0.25,0.25,0.5,0.5,u59,38.29493371937402
2013-04-22,0.25,0.25,0.25,0.125,u59,21.760327717703976
2013-04-24,0.75,0.5,0.25,0.25,u59,42.42270032185307
2013-04-26,0.0,0.0,0.125,0.375,u59,13.126811424279058
2013-04-27,0.25,0.25,0.25,0.0,u59,18.520655435407953
2013-04-28,0.25,0.5,0.25,0.25,u59,30.98743223939889
2013-04-29,0.25,0.0,0.5,0.5,u59,32.30750147997513
2013-04-30,0.25,0.25,0.75,0.5,u59,45.11052287415599
2013-05-03,0.25,0.25,0.25,0.0,u59,18.520655435407953
2013-05-05,0.5,0.75,0.25,0.25,u59,42.69249852002487
2013-05-07,0.5,0.5,0.375,0.375,u59,43.352533140312985
2013-05-11,0.25,0.25,0.5,1.0,u59,51.25362284855812
2013-05-12,0.25,0.25,0.25,0.5,u59,31.479344564592047
2013-05-15,0.25,0.25,0.25,0.25,u59,25.0
2013-05-19,0.5,0.25,0.0,0.0,u59,17.422700321853068
2013-05-21,0.25,0.0,0.25,0.0,u59,12.533223196009061
2013-05-22,0.75,0.5,0.5,0.5,u59,55.71763404122708
2013-05-23,0.25,0.25,0.5,0.5,u59,38.29493371937402
2013-05-26,0.5,0.5,0.25,0.25,u59,36.70506628062598
2013-05-27,0.375,0.25,0.625,0.5,u59,44.561545317378545
2013-05-29,0.25,0.25,0.5,0.5,u59,38.29493371937402
2013-05-30,0.5,0.5,0.75,0.5,u59,56.81558915478197
2013-05-31,0.5,0.5,0.25,0.25,u59,36.70506628062598
2013-06-03,0.25,0.375,0.25,0.125,u59,24.75404383740342
2013-06-05,0.25,0.25,0.25,0.25,u59,25.0
