date,critical_val,anxious_val,not_calm_val,not_reserved_val,student,irritability_score
2013-04-09,0.25,0.75,0.25,0.5,u00,42.820542478610726
2013-04-10,0.0,1.0,0.5,1.0,u00,52.71460904621159
2013-04-16,0.5,0.75,0.5,0.75,u00,59.43395708946259
2013-04-17,0.0,0.75,0.0,1.0,u00,29.34924296870217
2013-04-22,0.5,0.5,0.5,0.5,u00,50.000000000000014
2013-04-25,1.0,1.0,0.5,0.5,u00,82.92647591100986
2013-04-26,0.25,1.0,0.5,1.0,u00,60.791261612568384
2013-05-16,0.5,0.5,0.75,0.75,u00,58.536762044495084
2013-05-18,0.25,0.75,0.25,0.0,u00,40.72579907798185
2013-05-21,1.0,0.75,0.75,0.5,u00,82.02928086604237
2013-04-18,0.0,0.0,0.0,0.0,u01,0.0
2013-04-17,0.375,0.125,0.125,0.75,u02,23.195081817142878
2013-04-09,0.75,0.0,0.0,0.25,u03,25.27732939938479
2013-04-21,0.5,0.5,0.5,0.25,u03,48.95262829968557
2013-04-22,0.5,0.0,0.25,0.25,u03,24.690067177208647
2013-04-24,0.5,0.0,0.5,0.25,u03,32.17945752138929
2013-05-06,0.5,0.5,0.75,0.75,u03,58.536762044495084
2013-05-12,0.0,0.0,0.25,0.25,u03,8.536762044495077
2013-04-09,0.25,0.25,0.5,0.25,u04,32.48939034418065
2013-04-12,0.75,0.75,0.75,0.375,u04,73.42894244952835
2013-04-18,0.75,0.75,0.5,0.5,u04,66.46323795550492
2013-04-11,0.25,0.25,0.25,0.375,u07,25.523685850157225
2013-04-12,0.0,0.25,0.25,0.25,u07,16.923347433643222
2013-04-17,0.125,0.125,0.25,0.25,u07,16.768381022247542
2013-04-18,0.16666666666666666,0.25,0.25,0.16666666666666666,u07,21.958658577776262
2013-04-20,0.25,0.25,0.0,0.0,u07,16.46323795550493
2013-04-21,0.25,0.75,0.75,0.25,u07,56.751951466657566
2013-04-22,0.0,0.0,0.25,0.0,u07,7.489390344180641
2013-04-24,0.5,0.375,0.375,0.5,u07,42.06201213333562
2013-04-08,0.25,0.0,0.25,0.5,u08,17.660786311166298
2013-04-09,0.25,0.25,0.25,0.0,u08,23.952628299685568
2013-04-10,0.25,0.5,0.0,0.25,u08,25.897195044967503
2013-04-11,0.25,0.5,0.25,0.75,u08,35.481328789777024
2013-04-12,0.375,0.625,0.25,0.125,u08,41.09451851674339
2013-04-13,0.25,0.25,0.25,0.5,u08,26.047371700314436
2013-04-14,0.25,0.75,0.25,0.0,u08,40.72579907798185
2013-04-15,0.375,0.625,0.25,0.5,u08,42.66557606721505
2013-04-16,1.0,0.75,0.75,0.5,u08,82.02928086604237
2013-04-17,0.25,0.5,0.25,0.25,u08,33.38658538914815
2013-04-18,0.375,0.5,0.375,0.25,u08,41.16960684441686
2013-04-20,0.0,0.5,0.25,0.0,u08,24.262561122476924
2013-04-21,0.25,0.25,0.25,0.0,u08,23.952628299685568
2013-04-23,0.125,0.5,0.125,0.125,u08,25.079878083722217
2013-04-24,0.0,0.3333333333333333,0.08333333333333333,0.5,u08,15.77332070088661
2013-04-25,0.125,0.25,0.25,0.125,u08,20.437987866664393
2013-04-26,0.25,0.25,0.25,0.25,u08,25.000000000000007
2013-04-27,0.0,0.75,0.5,0.25,u08,41.18590855612014
2013-05-01,0.25,0.25,0.25,0.5,u08,26.047371700314436
2013-05-02,0.125,0.125,0.125,0.625,u08,14.594743400628873
2013-05-05,0.0,0.25,0.0,0.75,u08,11.52870049009145
2013-05-07,0.25,0.25,0.25,0.25,u08,25.000000000000007
2013-05-17,0.5,0.5,0.5,0.5,u08,50.000000000000014
2013-05-20,0.5,1.0,0.75,0.25,u08,73.2151894221625
2013-05-23,0.0,0.5,0.25,0.25,u08,25.30993282279136
2013-04-09,0.75,0.5,0.75,0.25,u10,64.518671210223
2013-04-17,1.0,0.5,0.75,0.25,u10,72.59532377657979
2013-04-19,0.75,0.25,0.25,0.75,u10,43.24804853334244
2013-04-22,0.25,0.0,0.25,0.5,u10,17.660786311166298
2013-04-25,0.5,0.0,0.5,0.25,u10,32.17945752138929
2013-04-12,0.25,0.5,0.5,0.5,u12,41.92334743364322
2013-04-14,0.25,0.5,0.5,0.25,u12,40.87597573332879
2013-04-09,0.0,0.0,0.5,0.5,u14,17.073524088990155
2013-04-18,0.0,0.0,0.0,0.375,u14,1.5710575504716544
2013-04-17,0.25,0.0,0.5,0.5,u15,25.15017665534694
2013-04-18,0.5,0.5,0.25,0.75,u15,43.5579813561338
2013-04-09,0.25,0.25,0.5,0.25,u16,32.48939034418065
2013-04-10,0.25,0.0,0.5,0.0,u16,23.055433254718068
2013-04-12,0.25,0.25,0.25,0.0,u16,23.952628299685568
2013-04-17,0.0,0.0,0.25,0.5,u16,9.584133744809515
2013-04-18,0.375,0.125,0.25,0.25,u16,24.845033588604327
2013-04-24,0.25,0.0,0.0,0.25,u16,9.12402426667122
2013-04-27,1.0,1.0,1.0,0.0,u16,95.81051319874227
2013-04-29,0.25,0.5,0.25,0.75,u16,35.481328789777024
2013-05-02,0.5,0.0,0.25,0.0,u16,23.64269547689421
2013-05-08,0.25,0.5,0.5,0.5,u16,41.92334743364322
2013-05-11,0.125,0.25,0.625,0.25,u16,32.19575923309257
2013-05-14,1.0,0.25,0.5,0.0,u16,55.67197634293656
2013-05-15,0.5,0.75,0.5,0.0,u16,56.29184198851927
2013-05-16,0.75,0.5,0.5,0.0,u16,55.98190916572791
2013-05-18,0.0,0.5,0.5,0.75,u16,34.89406656760088
2013-05-28,1.0,0.75,1.0,0.5,u16,89.518671210223
2013-04-10,0.0,0.0,1.0,0.0,u17,29.957561376722563
2013-04-13,0.0,0.5,0.0,0.0,u17,16.773170778296283
2013-04-17,0.0,1.0,0.0,0.0,u17,33.546341556592566
2013-04-19,0.375,0.75,0.375,0.25,u17,49.556192233565
2013-04-20,0.0,0.0,0.5,0.0,u17,14.978780688361281
2013-04-21,0.5,0.75,0.0,1.0,u17,45.50254810141574
2013-04-22,0.75,1.0,0.25,0.0,u17,65.26568959984355
2013-04-26,0.0,0.0,0.0,0.0,u17,0.0
2013-04-29,0.75,0.5,0.0,0.0,u17,41.00312847736664
2013-05-11,1.0,1.0,1.0,0.0,u17,95.81051319874227
2013-04-09,0.5,0.5,0.5,0.5,u18,50.000000000000014
2013-04-10,0.5,0.25,0.5,0.25,u18,40.56604291053743
2013-04-11,0.5,0.25,0.5,0.25,u18,40.56604291053743
2013-04-16,0.5,0.75,0.5,0.75,u18,59.43395708946259
2013-04-17,0.5,0.5,0.5,0.5,u18,50.000000000000014
2013-04-18,0.5,0.5,0.5,0.25,u18,48.95262829968557
2013-04-19,0.375,0.5,0.5,0.5,u18,45.961673716821615
2013-04-21,0.5,0.75,0.5,0.5,u18,58.38658538914815
2013-05-24,0.25,0.75,0.5,0.5,u18,50.30993282279137
2013-04-08,0.0,0.0,0.5,0.25,u19,16.02615238867572
2013-04-09,0.375,0.25,0.25,0.125,u19,28.514640433021178
2013-04-11,0.0,0.0,0.25,0.0,u19,7.489390344180641
2013-04-12,0.0,0.25,0.25,0.75,u19,19.01809083427209
2013-04-16,0.16666666666666666,0.25,0.4166666666666667,0.25,u19,27.300709374001503
2013-04-17,0.0,0.25,0.25,0.125,u19,16.399661583486
2013-04-18,0.5,0.25,0.25,0.5,u19,34.12402426667123
2013-04-19,0.25,0.25,0.25,0.25,u19,25.000000000000007
2013-04-21,0.0,0.5,0.25,0.25,u19,25.30993282279136
2013-04-22,0.25,0.0,0.0,0.75,u19,11.218767667300094
2013-04-23,0.0,0.125,0.125,0.125,u19,8.461673716821611
2013-04-24,0.25,0.5,0.5,0.25,u19,40.87597573332879
2013-04-25,0.5,0.25,0.25,0.75,u19,35.17139596698566
2013-04-26,0.25,0.25,0.25,0.375,u19,25.523685850157225
2013-05-01,0.0,0.25,0.0,0.0,u19,8.386585389148141
2013-05-04,0.0,0.25,0.25,0.125,u19,16.399661583486
2013-05-05,0.0,0.25,0.25,0.25,u19,16.923347433643222
2013-05-06,0.0,0.25,0.25,0.25,u19,16.923347433643222
2013-05-10,0.0,0.5,0.25,0.25,u19,25.30993282279136
2013-05-11,0.0,0.75,0.25,0.0,u19,32.64914651162506
2013-05-12,0.0,0.25,0.25,0.75,u19,19.01809083427209
2013-05-13,0.0,0.5,0.25,0.0,u19,24.262561122476924
2013-05-14,0.25,0.375,0.25,0.625,u19,30.76435024504573
2013-05-15,0.0,0.25,0.25,0.25,u19,16.923347433643222
2013-05-16,0.25,0.5,0.25,0.75,u19,35.481328789777024
2013-05-17,0.5,0.5,0.75,0.5,u19,57.48939034418065
2013-05-18,0.0,0.75,0.25,0.0,u19,32.64914651162506
2013-05-20,0.0,0.25,0.25,0.25,u19,16.923347433643222
2013-05-21,0.0,0.5,0.25,0.125,u19,24.786246972634142
2013-05-22,0.0,0.5,0.25,0.25,u19,25.30993282279136
2013-05-23,0.75,0.75,0.5,0.25,u19,65.4158662551905
2013-05-24,0.75,0.75,0.25,0.25,u19,57.92647591100986
2013-05-25,0.75,1.0,0.75,0.0,u19,80.24447028820485
2013-05-26,0.25,0.5,0.25,0.25,u19,33.38658538914815
2013-05-31,0.0,0.25,0.25,0.75,u19,19.01809083427209
2013-06-01,0.5,0.0,0.25,0.25,u19,24.690067177208647
2013-04-09,0.75,0.5,0.75,0.75,u20,66.61341461085188
2013-04-10,0.25,0.25,0.25,0.75,u20,27.09474340062887
2013-04-09,0.25,0.25,0.75,0.5,u22,41.02615238867572
2013-04-11,0.25,0.25,0.5,1.0,u22,35.631505445123956
2013-04-15,0.5,0.75,0.5,0.5,u22,58.38658538914815
2013-04-08,0.25,0.75,0.75,0.75,u23,58.846694867286445
2013-04-15,0.5,0.5,0.5,0.5,u23,50.000000000000014
2013-04-12,0.25,0.25,0.25,1.0,u24,28.14211510094331
2013-04-13,0.5,0.5,0.25,0.25,u24,41.46323795550493
2013-04-14,0.75,0.75,0.75,0.75,u24,75.00000000000001
2013-04-09,0.0,0.5,0.25,0.5,u25,26.357304523105796
2013-04-11,0.0,0.0,0.5,1.0,u25,19.16826748961903
2013-04-18,0.0,0.0,0.0,0.0,u25,0.0
2013-04-08,0.0,0.25,0.25,0.25,u27,16.923347433643222
2013-04-15,0.0,0.5,0.0,0.0,u27,16.773170778296283
2013-04-17,0.125,0.625,0.625,0.375,u27,45.299323166972
2013-04-18,0.0,0.25,0.5,0.5,u27,25.460109478138293
2013-04-09,0.0,0.0,0.25,1.0,u30,11.678877145438387
2013-04-17,0.0,0.5,0.375,0.375,u30,29.5783138450389
2013-04-21,0.0,0.0,0.25,1.0,u30,11.678877145438387
2013-04-22,0.0,0.0,0.25,0.25,u30,8.536762044495077
2013-04-29,0.0,0.25,0.25,0.25,u30,16.923347433643222
2013-04-09,0.25,0.0,0.0,1.0,u31,12.26613936761453
2013-04-17,0.25,0.5,0.75,0.5,u31,49.412737777823864
2013-04-09,0.0,0.25,0.75,0.75,u32,33.99687152263338
2013-04-10,0.0,0.0,0.0,0.25,u32,1.0473717003144363
2013-04-13,0.0,0.0,0.0,1.0,u32,4.189486801257745
2013-04-17,0.0,0.125,0.125,0.875,u32,11.603788817764919
2013-04-25,0.0,0.0,0.0,0.75,u32,3.142115100943309
2013-05-27,0.0,0.25,0.25,1.0,u32,20.06546253458653
2013-04-08,0.0,0.0,0.25,0.5,u33,9.584133744809515
2013-04-09,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.4166666666666667,u33,12.226292381812796
2013-04-11,0.75,0.5,0.25,0.75,u33,51.63463392249059
2013-04-12,0.16666666666666666,0.0,0.16666666666666666,0.5833333333333334,u33,12.82122924109197
2013-04-17,0.0,0.75,0.25,0.0,u33,32.64914651162506
2013-04-18,0.0,0.0,0.0,0.0,u33,0.0
2013-04-22,0.0,0.25,0.25,0.75,u33,19.01809083427209
2013-04-30,0.0,0.75,0.0,0.5,u33,27.2544995680733
2013-05-12,0.25,0.5,0.25,0.75,u33,35.481328789777024
2013-05-14,0.0,0.5,0.0,0.0,u33,16.773170778296283
2013-05-15,0.0,0.25,0.0,0.0,u33,8.386585389148141
2013-05-30,0.0,0.75,0.25,0.0,u33,32.64914651162506
2013-04-09,0.25,0.75,0.75,0.75,u35,58.846694867286445
2013-04-18,0.0,0.125,0.25,0.0,u35,11.682683038754712
2013-04-09,0.0,0.25,0.25,0.75,u36,19.01809083427209
2013-04-14,0.0,0.0,0.5,0.5,u36,17.073524088990155
2013-04-16,0.0,0.25,0.5,0.75,u36,26.50748117845273
2013-04-18,0.125,0.375,0.375,0.375,u36,29.423347433643222
2013-04-23,0.0,0.25,0.25,0.5,u36,17.970719133957655
2013-05-16,0.25,0.25,0.5,0.5,u36,33.536762044495084
2013-05-17,0.25,0.25,0.5,0.75,u36,34.58413374480952
2013-05-18,0.25,0.25,0.25,0.5,u36,26.047371700314436
2013-04-13,0.5,0.25,0.5,0.5,u39,41.61341461085186
2013-04-16,0.25,0.75,0.5,0.75,u39,51.35730452310581
2013-04-17,0.5,0.5,0.5,0.5,u39,50.000000000000014
2013-04-25,0.5,0.5,0.75,0.25,u39,56.44201864386621
2013-04-09,0.125,0.25,0.125,0.375,u43,17.740664394888512
2013-04-10,0.0,0.25,0.25,0.625,u43,18.494404984114873
2013-04-13,0.25,0.0,0.25,0.75,u43,18.708158011480734
2013-04-15,0.0,0.25,0.25,0.25,u43,16.923347433643222
2013-04-17,0.25,0.25,0.25,0.75,u43,27.09474340062887
2013-04-18,0.125,0.25,0.25,0.75,u43,23.056417117450483
2013-04-22,0.25,0.25,0.25,0.75,u43,27.09474340062887
2013-04-08,0.0,0.0,0.25,0.25,u44,8.536762044495077
2013-04-09,0.0,0.0,0.25,0.75,u44,10.631505445123949
2013-04-10,0.16666666666666666,0.5833333333333334,0.4166666666666667,0.3333333333333333,u44,38.83194712630384
2013-04-11,0.25,0.75,0.25,0.25,u44,41.77317077829629
2013-04-12,0.25,0.5,0.25,0.25,u44,33.38658538914815
2013-04-13,0.25,0.75,0.5,0.25,u44,49.262561122476924
2013-04-16,0.25,0.25,0.25,0.75,u44,27.09474340062887
2013-04-17,0.25,0.25,0.5,0.25,u44,32.48939034418065
2013-04-18,0.3333333333333333,0.25,0.25,0.25,u44,27.692217522118934
2013-04-19,0.25,0.25,0.0,0.0,u44,16.46323795550493
2013-04-20,0.25,0.125,0.375,0.375,u44,25.075088327673473
2013-04-21,0.25,0.25,0.0,0.0,u44,16.46323795550493
2013-04-22,0.25,0.5,0.375,0.25,u44,37.13128056123847
2013-04-23,0.75,0.875,0.875,0.625,u44,82.4143020165072
2013-04-24,0.25,0.75,0.75,0.25,u44,56.751951466657566
2013-04-25,0.25,0.3333333333333333,0.25,0.16666666666666666,u44,27.446404562944572
2013-04-26,0.25,0.25,0.25,0.5,u44,26.047371700314436
2013-04-27,0.25,0.25,0.25,0.25,u44,25.000000000000007
2013-04-28,0.25,0.5,0.75,0.25,u44,48.36536607750943
2013-04-29,0.25,0.375,0.25,0.1875,u44,28.931449769495465
2013-04-30,0.75,0.75,0.75,0.5,u44,73.95262829968557
2013-05-01,0.25,0.25,0.375,0.25,u44,28.744695172090324
2013-05-02,0.25,0.25,0.25,0.25,u44,25.000000000000007
2013-05-03,0.25,0.25,0.25,0.25,u44,25.000000000000007
2013-05-04,0.25,0.25,0.5,0.25,u44,32.48939034418065
2013-05-05,0.25,0.25,0.25,0.25,u44,25.000000000000007
2013-05-06,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.5833333333333334,u44,37.0729225557667
2013-05-08,0.25,0.375,0.25,0.25,u44,29.193292694574076
2013-05-09,0.375,0.3125,0.5625,0.625,u44,42.06776811116289
2013-05-12,0.25,0.25,0.5,0.25,u44,32.48939034418065
2013-05-14,0.25,0.25,0.25,0.0,u44,23.952628299685568
2013-05-15,0.55,0.65,0.55,0.4,u44,57.72621113547061
2013-05-16,0.25,0.25,0.375,0.125,u44,28.221009321933106
2013-05-17,0.5,0.5,0.5,0.5,u44,50.000000000000014
2013-05-18,0.3333333333333333,0.5833333333333334,0.6666666666666666,0.5,u44,52.40402031493196
2013-05-19,0.3333333333333333,0.25,0.25,0.5,u44,28.73958922243337
2013-05-20,0.25,0.25,0.25,0.0,u44,23.952628299685568
2013-05-21,0.25,0.375,0.25,0.125,u44,28.669606844416855
2013-05-23,0.75,0.75,0.75,0.5,u44,73.95262829968557
2013-05-24,0.25,0.75,0.25,0.5,u44,42.820542478610726
2013-04-18,0.5,0.5,0.75,0.75,u45,58.536762044495084
2013-04-09,0.5,0.25,0.25,0.5,u46,34.12402426667123
2013-04-17,0.0,0.25,0.5,0.75,u46,26.50748117845273
2013-04-09,0.0,0.0,0.0,0.0,u49,0.0
2013-04-13,0.0,0.0,0.0,0.25,u49,1.0473717003144363
2013-04-15,0.0,0.0,0.5,0.75,u49,18.12089578930459
2013-04-16,0.25,0.0,0.5,1.0,u49,27.244920055975815
2013-04-18,0.0,0.5,0.5,0.25,u49,32.799323166972
2013-04-29,0.0,0.0,0.25,0.75,u49,10.631505445123949
2013-05-02,0.0,0.25,0.0,0.25,u49,9.433957089462579
2013-05-05,0.1875,0.125,0.1875,0.375,u49,17.438882427948794
2013-05-07,0.5,0.25,0.5,0.25,u49,40.56604291053743
2013-05-10,0.125,0.375,0.125,0.25,u49,21.410271239305363
2013-05-12,0.0,0.25,0.0,0.5,u49,10.481328789777015
2013-05-13,0.0,0.0,0.0,0.0,u49,0.0
2013-05-16,0.0,0.0,0.0,0.75,u49,3.142115100943309
2013-05-18,0.08333333333333333,0.0,0.0,0.5833333333333334,u49,5.136084822852613
2013-05-19,0.5,0.5,0.25,0.0,u49,40.415866255190494
2013-05-20,0.0,0.125,0.0,0.75,u49,7.335407795517381
2013-05-21,0.0,0.0,0.0,0.75,u49,3.142115100943309
2013-05-23,0.0,0.0,0.0,0.0,u49,0.0
2013-05-24,0.0,0.0,0.0,0.5,u49,2.0947434006288725
2013-05-31,0.0,0.25,0.0,0.25,u49,9.433957089462579
2013-04-09,0.5,0.25,0.25,0.5,u50,34.12402426667123
2013-04-10,0.25,0.0,0.25,1.0,u50,19.755529711795173
2013-04-09,0.75,0.25,0.5,0.75,u51,50.73743887752309
2013-04-16,0.25,0.25,0.5,0.75,u51,34.58413374480952
2013-04-18,0.25,0.375,0.375,0.375,u51,33.461673716821615
2013-04-09,0.5,0.75,0.75,0.0,u52,63.78123233269992
2013-04-16,0.0,0.75,0.5,0.0,u52,40.138536855805704
2013-04-17,0.0,0.75,1.0,0.0,u52,55.11731754416699
2013-04-18,0.0,0.5,0.25,0.25,u52,25.30993282279136
2013-04-09,0.0,0.75,0.75,1.0,u53,51.81741400124409
2013-04-14,0.25,0.75,0.25,0.5,u53,42.820542478610726
2013-04-19,0.0,0.0,0.25,0.25,u53,8.536762044495077
2013-05-16,0.0,0.0,0.25,0.25,u53,8.536762044495077
2013-05-18,0.0,0.25,0.25,0.5,u53,17.970719133957655
2013-04-17,0.0,1.0,1.0,0.0,u54,63.50390293331514
2013-04-09,0.0,0.0,0.125,0.0,u56,3.7446951720903203
2013-04-10,0.0,0.0,0.25,0.5,u56,9.584133744809515
2013-04-18,0.0,0.0,0.25,0.0,u56,7.489390344180641
2013-04-12,0.0,0.0,0.25,0.25,u57,8.536762044495077
2013-04-13,0.0,0.25,0.25,0.25,u57,16.923347433643222
2013-04-16,0.0,0.25,0.25,0.5,u57,17.970719133957655
2013-04-17,1.0,0.75,0.75,0.75,u57,83.0766525663568
2013-04-18,0.25,0.0,0.25,0.75,u57,18.708158011480734
2013-04-25,0.5,0.0,0.5,0.75,u57,34.27420092201816
2013-05-08,0.0,0.0,0.0,0.25,u57,1.0473717003144363
2013-05-15,0.0,0.25,0.5,0.5,u57,25.460109478138293
2013-04-09,0.75,1.0,1.0,0.0,u58,87.73386063238549
2013-04-15,1.0,1.0,0.75,0.0,u58,88.32112285456164
2013-04-17,1.0,1.0,1.0,0.5,u58,97.90525659937114
2013-04-18,0.5,0.25,0.0,0.0,u58,24.53989052186171
2013-04-19,1.0,0.75,0.0,0.0,u58,57.46636643287156
2013-04-21,0.0,0.0,0.0,0.75,u58,3.142115100943309
2013-04-22,1.0,0.75,0.75,1.0,u58,84.12402426667124
2013-04-23,1.0,1.0,1.0,1.0,u58,100.00000000000003
2013-04-24,0.875,0.0,0.25,0.5,u58,37.85241772705826
2013-04-26,1.0,0.0,1.0,0.0,u58,62.264171642149705
2013-04-29,0.75,0.875,1.0,0.5,u58,85.63531133844029
2013-05-11,0.5,0.625,0.875,0.5,u58,65.42737821084505
2013-05-16,1.0,1.0,1.0,1.0,u58,100.00000000000003
2013-05-17,0.5,0.25,0.5,0.25,u58,40.56604291053743
2013-05-18,0.5,0.75,0.5,0.0,u58,56.29184198851927
2013-05-19,0.0,0.75,0.75,0.0,u58,47.627927199986345
2013-05-28,0.0,0.75,1.0,1.0,u58,59.30680434542474
2013-04-08,0.4166666666666667,0.25,0.25,0.16666666666666666,u59,30.035311144133047
2013-04-09,0.5,0.25,0.25,0.25,u59,33.07665256635679
2013-04-10,0.25,0.25,0.125,0.375,u59,21.7789906780669
2013-04-11,0.75,0.5,0.25,0.75,u59,51.63463392249059
2013-04-12,0.5,0.25,0.0,0.0,u59,24.53989052186171
2013-04-13,0.25,0.25,0.0,0.0,u59,16.46323795550493
2013-04-14,0.125,0.25,0.0,0.0,u59,12.424911672326534
2013-04-16,0.25,0.25,0.0,0.25,u59,17.510609655819366
2013-04-18,0.25,0.25,0.0,0.5,u59,18.557981356133798
2013-04-19,0.25,0.25,0.25,0.375,u59,25.523685850157225
2013-04-21,0.5,0.5,0.5,0.25,u59,48.95262829968557
2013-04-22,0.25,0.125,0.125,0.625,u59,18.633069683807268
2013-04-24,0.25,0.0,0.25,0.0,u59,15.566042910537426
2013-04-26,0.125,0.25,0.375,0.375,u59,25.230054739069153
2013-04-27,0.25,0.5,0.0,0.25,u59,25.897195044967503
2013-04-28,0.25,0.25,0.25,0.5,u59,26.047371700314436
2013-04-29,0.5,0.5,0.5,0.0,u59,47.905256599371135
2013-04-30,0.75,0.5,0.5,0.0,u59,55.98190916572791
2013-05-03,0.25,0.25,0.0,0.0,u59,16.46323795550493
2013-05-05,0.25,0.0,0.25,0.0,u59,15.566042910537426
2013-05-07,0.375,0.25,0.375,0.125,u59,32.2593356051115
2013-05-11,0.5,0.5,1.0,0.25,u59,63.931408988046854
2013-05-12,0.25,0.5,0.5,0.0,u59,39.82860403301435
2013-05-15,0.25,0.25,0.25,0.5,u59,26.047371700314436
2013-05-19,0.0,0.25,0.0,1.0,u59,12.576072190405888
2013-05-21,0.25,0.0,0.0,0.5,u59,10.171395966985658
2013-05-22,0.5,0.5,0.5,0.25,u59,48.95262829968557
2013-05-23,0.5,0.25,0.5,0.5,u59,41.61341461085186
2013-05-26,0.25,0.0,0.25,0.0,u59,15.566042910537426
2013-05-27,0.625,0.375,0.5,0.25,u59,48.797661888289895
2013-05-29,0.5,0.5,0.5,0.25,u59,48.95262829968557
2013-05-30,0.75,0.5,0.5,0.0,u59,55.98190916572791
2013-05-31,0.25,0.25,0.25,0.25,u59,25.000000000000007
2013-06-03,0.25,0.125,0.125,0.375,u59,17.58569798349283
2013-06-05,0.25,0.0,0.25,0.25,u59,16.613414610851862
